artist,title,length,genre,year,lyrics
Ed Sheeran,New Man,3:28,pop,2021,"No, no, no, no, no

I heard he spent five hundred pounds on jeans
Goes to the gym at least six times a week
Wears both shoes with no socks on his feet
And I hear he's on a new diet at watches what he eats
He's got his eyebrows plucked and his asshole bleached
Owns every single Ministry CD
Tribal tattoos and he don't know what it means
But I heard he makes you happy, so that's fine by me
But still, I'm just keepin' it real
Still lookin' at your Instagram and I'll be creepin' a lil'
I'll be tryin' not to double tap, from way back
'Cause I know that's where the trouble's at
Let me remind you of the days when
You used to hold my hand
And when we sipped champagne out of cider cans
I guess if you were Louis Lane, I wasn't Superman
Just a young boy tryin' to be loved
So let me give it to ya

I don't wanna know about your new man
'Cause if it was meant to me
You wouldn't be callin' me up tryin' to
'Cause I'm positive that he don't wanna know about me
I don't wanna know about your new man
We'll get there eventually
I know you're missin' all this kind of love
But I'm positive that he don't wanna know about me





Your new man rents a house in the 'burb
And wears a man bag on his shoulder, but I call it a purse
Every year, he goes to Málaga with all the fellas
Drinks beer, but has a six pack, I'm kinda jealous
He wears sunglasses indoors, in winter, at nighttime
And every time a rap song comes on, he makes a gang sign
Says, ""Cheya!"", boy never light up the room
But enough about him, girl, let's talk about you
You were the type of girl who sat beside the water readin'
Eatin' a packet of crisp, but you will never find you cheatin'
Now you're eatin' kale, hittin' the gym
Keepin' up with Kylie and Kim
In the back of the club, kissin' a boy that ain't him
Okay, you need to be alone
And if you wanna talk about it, you can call my phone
I just thought that I would tell you, 'cause oughta know
You're still a young girl tryin' to be loved
So let me give it to ya

I don't wanna know about your new man
'Cause if it was meant to be
You wouldn't be callin' me up tryin' to
'Cause I'm positive that he don't wanna know about me
I don't wanna know about your new man
We'll get there eventually
I know you're missin' all this kind of love
But I'm positive that he don't wanna know about me

Baby, I'm not tryin' to ruin your week
But you act so differently
When you're with him, I know you're lonely
Please remember you're still free
To make the choice and leave
Don't call me up, you need to show me

I don't wanna know about your new man
'Cause if it was meant to me
You wouldn't be callin' me up tryin' to
'Cause I'm positive that he don't wanna know about me
I don't wanna know about your new man
We'll get there eventually
I know you're missin' all this kind of love
But I'm positive that he don't wanna know about me

But I'm positive that he don't wanna know about
But I'm positive that he don't wanna know about
I don't wanna know about your new man"
Ed Sheeran,One,3:29,pop,2021,"Tell me that you turned down the man
Who asked for your hand
Cause you're waiting for me
And I know, you're gonna be away a while
But I've got no plans at all to leave
And would you take away my hopes and dreams?
Just stay with me

All my senses come to life
While I'm stumbling home as drunk as I
Have ever been and I'll never leave again
Cause you are the only one
And all my friends have gone to find
Another place to let their hearts collide
Just promise me, you'll always be a friend
Cause you are the only one

Take my hand and my
Heart and soul, I will
Only have these eyes for you
And you know, everything changes but
We'll be strangers if, we see this through
You could stay within these walls or leave
But just stay with me





All my senses come to life
While I'm stumbling home as drunk as I
Have ever been and I'll never leave again
Cause you are the only one
And all my friends have gone to find
Another place to let their hearts collide
Just promise me, you'll always be a friend
Cause you are the only one

I'm stumbling out drunk, getting myself lost
I am so gone, so tell me the way you home
I listen to sad songs, singing about love
And where it goes wrong?

All my senses come to life
While I'm stumbling home as drunk as I
Have ever been and I'll never leave again
Cause you are the only one
And all my friends have gone to find
Another place to let their hearts collide
Just promise me, you'll always be a friend
Cause you are the only one"
Ed Sheeran,Photograph,3:30,pop,2021,"Loving can hurt, loving can hurt sometimes
But it's the only thing that I know
When it gets hard, you know it can get hard sometimes
It's the only thing that makes us feel alive

We keep this love in a photograph
We made these memories for ourselves
Where our eyes are never closing
Our hearts were never broken
And time's forever frozen, still

So you can keep me
Inside the pocket of your ripped jeans
Holding me close until our eyes meet
You won't ever be alone, wait for me to come home





Loving can heal, loving can mend your soul
And it's the only thing that I know
I swear it will get easier, remember that with every piece of ya
And it's the only thing to take with us when we die

We keep this love in a photograph
We made these memories for ourselves
Where our eyes are never closing
Our hearts were never broken
And time's forever frozen, still

So you can keep me
Inside the pocket of your ripped jeans
Holding me close until our eyes meet
You won't ever be alone
And if you hurt me
That's okay baby, only words bleed
Inside these pages you just hold me
And I won’t ever let you go
Wait for me to come home
Wait for me to come home
Wait for me to come home
Wait for me to come home

You can keep me
Inside the necklace you bought when you were sixteen
Next to your heartbeat where I should be
Keep it deep within your soul
And if you hurt me
That's okay baby, only words bleed
Inside these pages you just hold me
And I won’t ever let you go

When I'm away, I will remember how you kissed me
Under the lamppost back on Sixth street
Hearing you whisper through the phone
Wait for me to come home"
Ed Sheeran,Perfect,3:31,pop,2019,"I found a love for me
Darling just dive right in, and follow my lead
Well I found a girl, beautiful and sweet
I never knew you were the someone waiting for me
Cause we were just kids when we fell in love
Not knowing what it was, I will not give you up this time
But darling just kiss me slow, your heart is all I own
And in your eyes you're holding mine

Baby, I'm dancing in the dark, with you between my arms
Barefoot on the grass, listening to our favorite song
When you said you looked a mess, I whispered underneath my breath
But you heard it, darling you look perfect tonight

Well I found a woman, stronger than anyone I know and
She shares my dreams, I hope that someday I'll share her home
I found a love, to carry more than just my secrets
To carry love, to carry children of our own
We are still kids, but we're so in love, fighting against all odds
I know  we'll be alright this time
Darling just hold my hand, be my girl, I'll be your man
I see my future in your eyes





Baby, I'm dancing in the dark, with you between my arms
Barefoot on the grass, listening to our favorite song
When I saw you in that dress, looking so beautiful
I don't deserve this, darling you look perfect tonight

Baby, I'm dancing in the dark, with you between my arms
Barefoot on the grass, listening to our favorite song
I have faith in what I see
Now I know I have met an angel in person
And she looks perfect,  I don't deserve this
You look perfect tonight"
Ed Sheeran,Runaway,3:32,pop,2017,"I've known it for a long time
Daddy wakes up to a drink at nine
Disappearing all night
I don’t wanna know where he's been lying
I know what I wanna do I wanna runaway
Runaway with you
Gonna grab clothes, six in the morning, go

How long you leaving?
Well dad just don’t expect me back this evening
Oh it could take a bit of time to heal this
It’s been a long day
Thumb on side of the roadway

But I love him from the skin to my bones
But I don’t wanna live in his home
There’s nothing to say 'cause he knows
I’ll just runaway and be on my own.





I’ve never seen my dad cry
Cold as stone in the kitchen light
I tell you it's about time
But I was raised to keep quiet.
And this is what I’m gonna do
Gonna runaway, gonna make that move
Gonna grab clothes, and when it’s morning, go

How long you leaving?
Well dad just don’t expect me back this evening
Oh it could take a bit of time to heal this
It’s been a long day
Thumb on side of the roadway

But I love him from the skin to my bones
But I don’t wanna live in his home.
There’s nothing to say 'cause he knows
I’ll just runaway and be on my own.

Back pack, and a flat cap, turned to the back
As I packed my clothes up
My dad wasn’t down with that plan to attack intends to show love.
I don’t wanna live this way
Gonna take my things and go
If things change in a matter of days
Could be persuaded to hold up
And mama was the same
None of us are saints
And I guess that God knows that
I don’t wanna runaway
And one of these days I might just show that
Put my home in a suitcase
Tie both shoelaces, and hope that
Things change, but for now I leave town with a backpack on my shoulder

But I love him from the skin to my bones
But I don’t wanna live in his home
There’s nothing to say 'cause he knows
I’ll just runaway and be on my own."
Ed Sheeran,Rewind Repeat It,3:33,pop,2018,"Rewind repeat it

Stay for the night
Call it what you want
And I'll call it mine
To have you in my arms
Is this what you needed?
Cause I'll find the faith in anything
Don't fight the feeling
Rewind repeat it

Rewind repeat it





If the world ends tonight
You'll me in my arms
We'll be frozen in time
Underneath the stars
My love is streaming
This heart is bleeding
I love this feeling
So rewind repeat it

Rewind repeat it

Just close your eyes
All you need to see
It's your heart and mine
Underneath the sheets
Don't fight your demons
Cause they will tell you apart from the sins
If the darkness creeps in
Rewind repeat it
Rewind repeat it

If the world ends tonight
You'll me in my arms
We'll be frozen in time
Underneath the stars
My love is streaming
This heart is bleeding
I love this feeling
So rewind repeat it

Rewind repeat it"
Ed Sheeran,Sing,3:34,pop,2017,"It’s late in the evening
Glass on the side I’ve
Been sat with you
For most of the night
Ignoring everybody here
We wish they would disappear
So maybe we could get down now
I don’t wanna know
If you’re getting ahead of the program
I want you to be mine, lady
To hold your body close
Take another step into the no-man’s land
For the longest time lady

I need you darling, come on set the tone
If you feel you’re falling, won’t you let me know
If you love me come on get involved
Feel it rushing through you from your head to toe

Sing
Louder
Sing





This love is a blaze
I saw flames from the side of the stage
And the firebrigade comes in a couple of days
Until then we got nothing to say and nothing to know
But something to drink and maybe something to smoke
Let it go until I wrote a change singing we found love in a local rave
I don’t really know what I’m supposed to say
But I can just figure it out and hope and pray
I told her my name and said it’s nice to meet ya
And then she handed me a bottle of water filled with tequila
I already know she’s a keeper
Just from this one small act of kindness, I’m in deep
If anybody finds out I’m meant to drive home
But I drunk all of it now, no
Sobering up
We just sit on the couch one thing led to another
Now she’s kissing my mouth

I need you darling, Come on set the tone
If you feel you’re falling, Won’t you let me know
If you love me come on get involved
Feel it rushing through you from your head to toe

Sing
Louder
Sing

Can you feel it?
All the guys in here don’t even wanna dance
Can you feel it?
All that I can hear is music from the band
Can you feel it?
Found you hiding here so won't you take my hand
Before the beat kicks in again
Can you feel it?
Can you feel it?

I need you darling
Come on set the tone
If you feel you’re falling
Won’t you let me know
If you love me come on get involved
Feel it rushing through you  from your head to toe"
Ed Sheeran,Save Myself,3:35,pop,2019,"I gave all my oxygen to people that could breath
I gave many my money and now we don't even speak
I drive miles and miles but would you do the same for me
Oh, honestly?
Offered up my shoulder just for you to cry upon 
Gave you constant shelter and a bed to keep you warm
They gave me the heartache and in return I gave a wing
Its goes on and on and on

Life can get you down so I just numb the way it feels
I drown it with a drink and out of date prescription pills
And all the ones that love me they just left me on the shelf, my farewell
So before I save someone else, I've got to save myself

I gave you all my energy and I took away your pain
'Cause human beings are destined to [?] or drink
What time do we stand upon come have it looks the same?
And only scars remain





Life can get you down so I just numb the way it feels
I drown it with a drink and out of date prescription pills
And all the ones that love me they just left me on the shelf my farewell
So before I save someone else, I've got to save myself

But if don't then I'll go back to where I'm becoming a stranger
Just because they ended being just like that
Oh, I'm here again between the devil and the danger
But I guess it's hust of nature
My dad was wrong 'cause I'm not like my mum
'Cause she'd just smile and I'm complaining in a song, but it helps
So before I save someone else, I've got to save myself

Life can get you down so I just numb the way it feels
I drown it with a drink and out of date prescription pills
And all the ones that love me they just left me on the shelf, my farewell
So before I save someone else, I've got to save myself
And before I blame someone else, I've got to save myself
And before I love someone else, I've got to love myself"
Ed Sheeran,Supermarket Flowers,3:36,pop,2019,"I took the supermarket flowers from the windowsill
I threw the day old tea from the cup
Packed up the photo album Matthew had made
Memories of a life that's been loved
Took the get well soon cards and stuffed animals
Poured the old ginger been down the sink
Dad always told me, ""Don't you cry when you're down""
But mum, there's a tear every time that I blink

Oh I'm in pieces, it's tearing me up, but I know
A heart that's broke is a heart that's been loved

So I'll sing Hallelujah
You were an angel in the shape of my mum
When I fell down you'd be there holding me up
Spread your wings as you go
And when God takes you back we'll say Hallelujah
You're home





I fluffed the pillows, made the beds, stacked the chairs up
Folded your nightgowns neatly in a case
John says he'd drive then put his hand on my cheek
And wiped a tear from the side of my face

I hope that I see the world as you did cause I know
A life with love is a life that's been lived

So I'll sing Hallelujah
You were an angel in the shape of my mum
When I fell down you'd be there holding me up
Spread your wings as you go
And when God takes you back we'll say Hallelujah
You're home
Hallelujah
You were an angel in the shape of my mum
You got to see the person I have become
Spread your wings and I'll know that
When God took you back he said Hallelujah
You're home..."
Ed Sheeran,Shape of You,3:37,pop,2016,"The club isn't the best place to find a lover
So the bar is where I go
Me and my friends at the table doing shots
Drinking faster and then we talk slow
Come over and start up a conversation with just me
And trust me I'll give it a chance now
Take my hand, stop
Put Van The Man on the jukebox
And then we start to dance
And now I'm singing like

Girl, you know I want your love
Your love was handmade for somebody like me
Come on now, follow my lead
I may be crazy, don't mind me
Say, boy, let's not talk too much
Grab on my waist and put that body on me
Come on now, follow my lead
Come, come on now, follow my lead

I'm in love with the shape of you
We push and pull like a magnet do
Although my heart is falling too
I'm in love with your body
And last night you were in my room
And now my bedsheets smell like you
Every day discovering something brand new
I'm in love with your body
Oh—i—oh—i—oh—i—oh—i
I'm in love with your body
Oh—i—oh—i—oh—i—oh—i
I'm in love with your body
Oh—i—oh—i—oh—i—oh—i
I'm in love with your body
Every day discovering something brand new
I'm in love with the shape of you





One week in we let the story begin
We're going out on our first date
You and me are thrifty
So go all you can eat
Fill up your bag and I fill up a plate
We talk for hours and hours about the sweet and the sour
And how your family is doing okay
Leave and get in a taxi, then kiss in the backseat
Tell the driver make the radio play
And I'm singing like

Girl, you know I want your love
Your love was handmade for somebody like me
Come on now, follow my lead
I may be crazy, don't mind me
Say, boy, let's not talk too much
Grab on my waist and put that body on me
Come on now, follow my lead
Come, come on now, follow my lead

I'm in love with the shape of you
We push and pull like a magnet do
Although my heart is falling too
I'm in love with your body
And last night you were in my room
And now my bedsheets smell like you
Every day discovering something brand new
I'm in love with your body
Oh—i—oh—i—oh—i—oh—i
I'm in love with your body
Oh—i—oh—i—oh—i—oh—i
I'm in love with your body
Oh—i—oh—i—oh—i—oh—i
I'm in love with your body
Every day discovering something brand new
I'm in love with the shape of you

Come on, be my baby, come on
Come on, be my baby, come on
Come on, be my baby, come on
Come on, be my baby, come on
Come on, be my baby, come on
Come on, be my baby, come on
Come on, be my baby, come on
Come on, be my baby, come on

I'm in love with the shape of you
We push and pull like a magnet do
Although my heart is falling too
I'm in love with your body
Last night you were in my room
And now my bedsheets smell like you
Every day discovering something brand new
I'm in love with your body
Come on, be my baby, come on
Come on, be my baby, come on
I'm in love with your body
Come on, be my baby, come on
Come on, be my baby, come on
I'm in love with your body
Come on, be my baby, come on
Come on, be my baby, come on
I'm in love with your body
Every day discovering something brand new
I'm in love with the shape of you"
Ed Sheeran,Sweet Mary Jane,3:38,pop,2015,"I woke up early looking out my window
At the Amsterdam sky
Oh baby I was high last night
Cafe clouds and red lights
When I gotcha in mind
You slowed down time
Oh baby I was out of my mind
Sing a song cover and hold me tight

I drill you deep into my chest
That’s where it feels the best
You can remove all the scars
Stop them from breaking my heart
Been on a hurting spree
That brought out the worst in me
‘cause I don’t want to be alone

‘cause everyday that I’m breathing I think you are the one
I love the way that your sweet words just roll off of my tongue
Feel the flame of your wisdom and fill up my lungs
Sweet Mary Jane won’t you sing another song





Café clouds and shooting stars are floating across the sky
Oh baby what a beautiful sight
But we’re only satellites
Oh di ba di ba oh la lights
Oh baby I am so damn high
Have you seen my eyes

With the beat beat of my heart
You take me back to the start
Where everything began
Holding you inside my hands
Between my fingers and thumb
I seal you in with my tongue,
‘Cause I don’t want to be alone

‘Cause everyday that I’m breathing I think you are the one
I love the way that your sweet words just roll off of my tongue
Feel the flame of your wisdom and fill up my lungs
Sweet Mary Jane won’t you me sing another song

Na na na na na Sweet Mary Jane
Na na na na na Sweet Mary Jane
Na na na na na Sweet Mary Jane
Na na na na na Sing another song

Mary Jane,
I’ve been hoping alone
Mary Jane,
Since you came along
Mary Jane,
I’m almost home
Mary Jane,
Sing another song

‘Cause everyday that I’m breathing I think you are the one
I love the way that your sweet words just roll off of my tongue
Feel the flame of your wisdom and fill up my lungs
Sweet Mary Jane won’t you me sing another song

‘Cause everyday that I’m breathing, sweet Mary Jane
I love the sound of your sweet words, sweet Mary Jane
Feel the flame of your wisdom and fill up my lungs
Sweet Mary Jane won’t you sing me another song"
Ed Sheeran,Shirtsleeves,3:39,pop,2014,"I can taste salt water
And if I blink again
You’ll be sinking in
So we’ll learn to swim in the ocean
You made to hold ya
And you think of him
And pretty soon you’ll be floating away
And I’ll hold on to the words you spoke of
Anchored down in my throat, love
And I’m captain of this sinking boat, now
We just want all men to carry me home
The salted tears won’t dry
I’ll wipe my shirtsleeves
Under your eyes
These hearts will be flooded tonight
I’ll wipe my shirtsleeves
Under your eyes
Your eyes, your eyes, your eyes,your eyes

I still taste salt water
On my lips from your kiss bitterness
And I drown within the ocean you made
And I hate to love you, these cuffs cover in your make up
I’ll never trust you again
You can just be a friend
And I’ll hold on to the words you spoke of
Anchored down in my throat, love
And I’m captain of this sinking boat, now
We just want all men to carry me home
The salted tears won’t dry
I’ll wipe my shirtsleeves
Under your eyes
These hearts will be flooded tonight
I’ll wipe my shirtsleeves
Under your eyes
Your eyes, your lips, your mouth
Your thighs, your back, you drive me wild
Tonight, the fact design
I’m on my way home
On the way home
I lied, I tried to cry but I’m drowning in the ocean you made

The salted tears won’t dry
I’ll wipe my shirtsleeves
Under your eyes
These hearts will be flooded tonight
I’ll wipe my shirtsleeves
Under your eyes
Your eyes, your eyes, you eyes"
Ed Sheeran,Small Bump,3:40,pop,2013,"You're just a small bump unborn, in four months you're brought to life,
You might be left with my hair, but you'll have your mother's eyes,
I'll hold your body in my hands, be as gentle as I can, but for now your scan of my unmade plans,
A small bump in four months, you're brought to life

I'll whisper quietly, and give you nothing but truth,
If you're not inside me, I'll put my future in you

You are my one and only.
You can wrap your fingers round my thumb and hold me tight.
Oh, you are my one and only.
You can wrap your fingers round my thumb and hold me tight.
And you'll be alright.





You're just a small bump unknown, you'll grow into your skin.
With a smile like hers and a dimple beneath your chin.
Finger nails the size of a half grain of rice,
And eyelids closed to be soon opened wide
A small bump, in four months you'll open your eyes.

And I'll hold you tightly, and give you nothing but truth,
If you're not inside me, I'll put my future in you

You are my one and only.
You can wrap your fingers round my thumb and hold me tight.
Oh, you are my one and only.
You can wrap your fingers round my thumb and hold me tight.
And you'll be alright.

You can lie with me,
With your tiny feet
When you're half asleep,
I'll leave you be.
Right in front of me
For a couple weeks
So I can keep you safe.

'Cause you are my one and only.
You can wrap your fingers round my thumb and hold me tight.
You are my one and only.
You can wrap your fingers round my thumb and hold me tight.
And you'll be alright.

You were just a small bump unborn for four months then torn from life.
Maybe you were needed up there but we're still unaware as why."
Ed Sheeran,Thinking Out Loud,3:41,pop,2015,"When your legs don't work like they used to before
And I can't sweep you off of your feet
Will your mouth still remember the taste of my love?
Will your eyes still smile from your cheeks?

And darling I will be loving you 'til we're 70
And baby my heart could still fall as hard at 23
And I'm thinking 'bout how people fall in love in mysterious ways
Maybe just the touch of a hand
Well, me I fall in love with you every single day
And I just wanna tell you I am
So honey now
Take me into your loving arms
Kiss me under the light of a thousand stars
Place your head on my beating heart
I'm thinking out loud
That maybe we found love right where we are

When my hair's all but gone and my memory fades
And the crowds don't remember my name
When my hands don't play the strings the same way
I know you will still love me the same





'Cause honey your soul could never grow old, it's evergreen
And baby your smile's forever in my mind and memory
I'm thinking 'bout how people fall in love in mysterious ways
Maybe it's all part of a plan
Well, I'll just keep on making the same mistakes
Hoping that you'll understand
But baby now

Take me into your loving arms
Kiss me under the light of a thousand stars
Place your head on my beating heart
Thinking out loud
That maybe we found love right where we are

So baby now
Take me into your loving arms
Kiss me under the light of a thousand stars
Oh darling, place your head on my beating heart
I'm thinking out loud
That maybe we found love right where we are
Oh baby we found love right where we are

And we found love right where we are"
Ed Sheeran,The A Team,3:42,pop,2017,"White lips, pale face
Breathing in snowflakes
Burnt lungs, sour taste
Light's gone, day's end
Struggling to pay rent
Long nights, strange men

And they say
She's in the Class A Team
Stuck in her daydream
Been this way since 18
But lately her face seems
Slowly sinking, wasting
Crumbling like pastries
And they scream
The worst things in life come free to us
Cos we're just under the upperhand
And go mad for a couple of grams
And she don't want to go outside tonight
And in a pipe she flies to the Motherland
Or sells love to another man
It's too cold outside
For angels to fly
Angels to fly

Ripped gloves, raincoat
Tried to swim and stay afloat
Dry house, wet clothes
Loose change, bank notes
Weary-eyed, dry throat
Cool girl, no phone





And they say
She's in the Class A Team
Stuck in her daydream
Been this way since 18
But lately her face seems
Slowly sinking, wasting
Crumbling like pastries
And they scream
The worst things in life come free to us
Cos we're just under the upperhand
And go mad for a couple of grams
And she don't want to go outside tonight
And in a pipe she flies to the Motherland
Or sells love to another man
It's too cold outside
For angels to fly
Angels to fly

And they say
She's in the Class A Team
Stuck in her daydream
Been this way since 18
But lately her face seems
Slowly sinking, wasting
Crumbling like pastries
And they scream
The worst things in life come free to us
Cos we're just under the upperhand
And go mad for a couple of grams
And she don't want to go outside tonight
And in a pipe she flies to the Motherland
Or sells love to another man
It's too cold outside
For angels to fly
For angels to fly
To fly
For angels to die"
Ed Sheeran,Take It Back,3:43,pop,2018,"I'm not a rapper
I'm a singer with a flow
I've got a habit of spitting
Quicker lyrics you know
You found me ripping the writtens
Out of the pages they sit in
And never once I get bitten,
Because plagiarism is hidden
Which I would sit on the rhythm,
Prisoner with a vision

Signed to a label, but didn't listen to any criticism
Thought you knew but you didn't
So perk your ears up and listen
Studio with a system
And you could say that I'm driven
And now it's on to the next saga
We drink the best lager
I never tried to win you
Over like your stepfather
I do my own thing now, and get respect after
And I'm avoiding the cane like it was Get Carter

For four years I never had a place to stay
But it's safe to say that it kept me grounded like a paperweight
At 16 years old I moved out of my home
I was Macy Gray I tried to say goodbye and
I choked
And we've been sleeping at the subway station, sleeping with a movie star and adding to the population
Not my imagination, I don't want to relax
But would it hurt your reputation,
If I put it on wax?
I take it back now





[chorus]
Come on and take it back love
Come on and take it back for us
Don't you fade into the back love, oh

Take it back with the rhythm and blues
And my back pack I'll be singing the news,
Trying to act like Jack Black when I bring him to school
I'll make a beat with my feet by just hitting a loop,
Bringing the lyrics to prove that I can fit in these shoes,
I give you the truth through the vocal booth,
Stars burst out on the scene like an opal fruit,
They try and take aim like beckham when he goes to shoot,
But then again that's what they're supposed to do,
And I'm supposed to be calm,
I tattooed the lyrics onto my arm, whispering everything that happens is from now on,
I'll be ready to start it again at the end of the song,
Still they claiming that I handled it wrong,
But then I never had an enemy, except for NME,
But I'll be selling twice as many copies as the magazines will ever be,
With only spectacles ahead of me and festival fees,
Are healthier than a dalmatian with pedigree
Singing for the masses,
Rubber dinghy rapids,
Keep this rapping a habit
And keep on fashioning magic,
I'm battling with respect,
I don't know if I'll have it,
This songs from the heart,
Covering the planet,
I'll take it back now

[chorus]
Come on and take it back love
Come on and take it back for us
Don't you fade into the back love, oh

Take it back now
Now, I don't ever want to be perfect,
Cause I'm a singer that you
Never want to see shirtless
I accept the fact that someone's got to win the worst-dressed,
Taking my first steps into the scene,
Giving me focus
Putting on a brave face, like Timothy Dalton
Considering a name change,
Thinking it was hopeless
Rhyming over recordings
Avoiding tradition
Cause every day some lyrics
And a melody can be written
Now absence can make your heart ache
But drinking absinthe can change your mind-state, vividly,
I need to let my liver be
And I say it again,
Living life on the edge,
With a closed hand full of friends
Is good advice from a man
Who took his life on the road with me
And I hope to see him blowing up globally
Cause that's how it's supposed to be
I'm screaming out vocally
Might seem totally impossible
Achieving life's dreams
But, but I just write schemes
I'm never having a stylist, giving me tight jeans
Madison Square Garden is where I might be
But more likely,
You'll find me in the back
Room of a dive bar with my mates
Having a pint with McDaid
Discussing records we made
And every single second knowing
That we'll never betray
The way we were raised
Remembering our background
Sat down
That's how we plan it out;
It's time to take it back now

[chorus]
Come on and take it back love
Come on and take it back for us
Don't you fade into the back love, oh

Come on and take it back love
Come on and take it back for us
Don't you fade into the back love, oh

My dreams keep me awake at night
Written in rhymes, and lies, deliver the hype
Am I just living the lie
With this you must know that the number's just sold woah
Will keep me going through the tough times, dream with me
We forget 90 per cent of it when we wake
But the other 10 per cent it never fades
Dreaming dreams, day to day goals
Stay awake loads, try to make the cut like the
Paper or razor blade, oh, never give up
And just remember just to hold out more
A couple years ago
I couldn't just control that thought
You'd find me buskin' on the street
When it was cold outdoors
And now I'm sweating on the stage
Of a sold out tour
Writing love songs for the sake of it
Never to make a hit
You can't fake talent and work ethic just to make it quick
I'm not a rapper I'm a singer, I just take the piss and
Most of these other guys are kids that posties
Little sister has to babysit, that's just a way it is
Dreams are your own, just set your goals
And have the utmost faith in it; tread your own path
You'll never make it as a follower, you'll never know
Where you will go or where you will be tomorrow"
Ed Sheeran,Tenerife,3:44,pop,2019,"You look so wonderful in your dress
I love your hair like that
The way it falls on the side of your neck
Down your shoulders and back

We are surrounded by all of these lights
And people who talk too much
You've got that kind of look in your eyes
As if no one knows anything but us

And should this be the last thing I see
I want you to know it's enough for me
Cause all that you are is all that I'll ever need





I'm so in love, so in love
So in love, so in love

You look so beautiful in this light
Your silhouette over me
The way it brings out the blue in your eyes
Is the Tenerife sea

And all of the voices surrounding us here
They just fade out when you take a breath
Just say the word and I will disappear
Into the wilderness

And should this be the last thing I see
I want you to know it's enough for me
Cause all that you are is all that I'll ever need

I'm so in love, so in love
So in love, so in love

Lumiere, darling
Lumiere over me [x6]

And should this be the last thing I see
I want you to know it's enough for me
Cause all that you are is all that I'll ever need

I'm so in love, so in love
So in love, love, love, love,
So in love

You look so wonderful in your dress
I loved your hair like that
And in the moment I knew you best"
Ed Sheeran,The Man,3:45,pop,2010,"Now I don't wanna hate you
Just wish you'd never gone for the man
And waited two weeks at least
Before you let him take you
I stayed true
I kind of knew you liked the dude from private school
He's waiting for the time to move
I knew he had his eyes on you
He's not the right guy for you
Don't hate me cause I write the truth
No I would never lie to you
But it was never fine to lose you
And what a way to find out
It never came from my mouth
You never changed your mind
But you were just afraid to mind out
But f- it, I won't be changing the subject I love it
I'll make your little secret public it's nothing
I'm just disgusted with the skeletons you sleep with in your closet to get back at me
Trapped and I'm lacking sleep
Fact is you're mad at me because I backtrack so casually
You're practically my family
If we married then I'll guess you'd have to be
But tragically our love just lost the will to live
But would I kill to give it one more shot
I think not

[Hook]
I don't love you baby
I don't need you baby
I don't want you no
Anymore
I don't love you baby
I don't need you baby
I don't wanna love you no
Anymore

Recently I tend to zone out
Up in my headphones to Holocene
You promised your body but I'm away so much
I stay more celibate than in a monastery
I'm not cut out for life on the road
Cause I didn't know I'd miss you this much
And at the time we'd just go, so sue me
I guess I'm not the man that you need
Ever since you went to uni
I've been sofa surfing with a rucksack
Full of less cash and I guess that could get bad
But when I broke the industry
That's when I broke your heart
I was supposed to chart and celebrate
But good things are over fast
I know it's hard to deal with and see this
I tend to turn you off and switch on my professional features
Then I turn the music off
And all I'm left with is to pick up my personal pieces, Jesus
I never really want to believe this
Got advice from my dad and he
Told me that family is all I'll ever have and need
I guess I'm unaware of it
Success is nothing if you have no one there left to share it with





I don't love you baby
I don't need you baby
I don't want you no
Anymore
I don't love you baby
I don't need you baby
I don't wanna love you no
Anymore

And since you left, I've given up my days off
It's what I need to stay strong
I know you have a day job but mine is 24/7
I feel like writing a book, I guess I lied in the hook
Cause I still love you and I need you by my side if I could
The irony is if my career and music didn't exist
In 6 years, yeah, you'd probably be my wife with a kid
I'm frightened to think if I depend on cider and drink
And lighting a spliff I fall into a spiral and it's
Just hiding my misguiding thoughts that I'm trying to kill
And I'd be writing my will before I'm 27, I'll die from a thrill
Go down in history as just a wasted talent
Can I face the challenge, or did I make a mistake erasing?
It's only therapy, my thoughts just get ahead of me
Eventually I'll be fine I know that it was never meant to be
Either way I guess I'm not prepared, but I'll say this
These things happen for a reason and you can't change shit
Take my apology, I'm sorry for the honesty
But I had to get this off my chest

I don't love you baby
I don't need you baby
I don't want you no
Anymore
I don't love you baby
I don't need you baby
I don't wanna love you no
Anymore"
